school_id,school_name,school_level,office_of_education_name,road_address
B000012813,마차고등학교,고등학교,강원특별자치도교육청,강원특별자치도 영월군 북면 문학로길 25-8
B000022912,초월고등학교,고등학교,경기도교육청,경기도 광주시 초월읍 무들로 3-25
B000011984,진관고등학교,고등학교,서울특별시교육청,서울특별시 은평구 진관4로 26
B000012644,안성여자고등학교,고등학교,경기도교육청,경기도 안성시 남파로 73-10
B000012449,영복여자고등학교,고등학교,경기도교육청,경기도 수원시 팔달구 장안로7번길 49-1
B000011603,대천여자상업고등학교,고등학교,충청남도교육청,충청남도 보령시 여상길 60
B000011405,경상공업고등학교,고등학교,대구광역시교육청,대구광역시 남구 대경길 151
B000011920,배화여자고등학교,고등학교,서울특별시교육청,서울특별시 종로구 필운대로1길 34
B000012587,향일고등학교,고등학교,경기도교육청,경기도 화성시 향남읍 행정중앙2로 28
B000012058,서문여자고등학교,고등학교,서울특별시교육청,서울특별시 서초구 동광로12길 84
B000011807,한영외국어고등학교,고등학교,서울특별시교육청,서울특별시 강동구 동남로 832
B000013536,충남고등학교,고등학교,대전광역시교육청,대전광역시 서구 문정로 171
B000013574,남악고등학교,고등학교,전라남도교육청,전라남도 무안군 삼향읍 남악4로60번길 24
B000011819,부산과학고등학교,고등학교,부산광역시교육청,부산광역시 금정구 금샘로 455-1
B000011800,세종과학고등학교,고등학교,서울특별시교육청,서울특별시 구로구 오리로21길 79
B000023098,사동고등학교,고등학교,경상북도교육청,경상북도 경산시 삼성현로91길 36
B000012936,금산고등학교,고등학교,충청남도교육청,충청남도 금산군 금산읍 탑선길 5
B000011809,부산체육고등학교,고등학교,부산광역시교육청,부산광역시 영도구 중리북로21번길 5
B000013389,남지고등학교,고등학교,경상남도교육청,경상남도 창녕군 남지읍 남고길 11
B000012983,우석고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 덕진구 쪽구름2길 22
B000012393,함월고등학교,고등학교,울산광역시교육청,울산광역시 중구 종가3길 25
B000011374,부산정보고등학교,고등학교,부산광역시교육청,부산광역시 부산진구 화지로 24
B000013560,대산고등학교,고등학교,충청남도교육청,충청남도 서산시 대산읍 대산1로 36
B000012609,광문고등학교,고등학교,경기도교육청,경기도 광명시 원광명안로 39
B000012424,호매실고등학교,고등학교,경기도교육청,경기도 수원시 권선구 칠보로 142-1
B000011770,경남산업고등학교,고등학교,경상남도교육청,경상남도 거제시 하청면 서리1길 17
B000011486,양영디지털고등학교,고등학교,경기도교육청,경기도 성남시 분당구 불정로386번길 35
B000011828,인천과학고등학교,고등학교,인천광역시교육청,인천광역시 중구 영종대로277번길 74-37
B000012338,금호중앙여자고등학교,고등학교,광주광역시교육청,광주광역시 북구 금호로 100
B000012922,서산여자고등학교,고등학교,충청남도교육청,충청남도 서산시 정주골6길 27
B000011317,광운인공지능고등학교,고등학교,서울특별시교육청,서울특별시 노원구 광운로1길 24
B000011951,혜원여자고등학교,고등학교,서울특별시교육청,서울특별시 중랑구 봉우재로58길 39
B000011675,다향고등학교,고등학교,전라남도교육청,전라남도 보성군 보성읍 녹차로 1364
B000026126,양지고등학교,고등학교,세종특별자치시교육청,세종특별자치시 갈매로 518
B000013265,금천고등학교,고등학교,경상북도교육청,경상북도 청도군 금천면 선암로 574-11
B000012425,광교고등학교,고등학교,경기도교육청,경기도 수원시 영통구 도청로89번길 11
B000013485,세화여자고등학교,고등학교,서울특별시교육청,서울특별시 서초구 신반포로 56-7
B000013591,양산고등학교,고등학교,경상남도교육청,경상남도 양산시 호국학도병길 2
B000012674,일산동고등학교,고등학교,경기도교육청,경기도 고양시 일산서구 탄현로 100
B000012048,서울문영여자고등학교,고등학교,서울특별시교육청,서울특별시 관악구 관악로 85
B000012991,유일여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 덕진구 안덕원로 301
B000011950,송곡여자고등학교,고등학교,서울특별시교육청,서울특별시 중랑구 양원역로 67
B000011888,전북외국어고등학교,고등학교,전북특별자치도교육청,전북특별자치도 군산시 해망로 525
B000012776,강릉여자고등학교,고등학교,강원특별자치도교육청,강원특별자치도 강릉시 용지로 107
B000012608,명문고등학교,고등학교,경기도교육청,경기도 광명시 광명로812번길 16
B000026781,별가람고등학교,고등학교,경기도교육청,경기도 남양주시 순화궁로 393
B000012613,진성고등학교,고등학교,경기도교육청,경기도 광명시 철망산로 84
B000012050,광신고등학교,고등학교,서울특별시교육청,서울특별시 관악구 광신길 141
B000012962,안면고등학교,고등학교,충청남도교육청,충청남도 태안군 안면읍 조운막터길 73
B000023002,논산여자고등학교,고등학교,충청남도교육청,충청남도 논산시 중앙로 325
B000011330,세명컴퓨터고등학교,고등학교,서울특별시교육청,서울특별시 은평구 통일로92가길 33
B000011411,대구제일여자상업고등학교,고등학교,대구광역시교육청,대구광역시 달서구 대명천로 120
B000012783,북평고등학교,고등학교,강원특별자치도교육청,강원특별자치도 동해시 효자남길 51
B000013062,목포여자고등학교,고등학교,전라남도교육청,전라남도 목포시 청호로 34
B000012738,동두천고등학교,고등학교,경기도교육청,경기도 동두천시 평화로2434번길 8
B000011667,호남원예고등학교,고등학교,전라남도교육청,전라남도 나주시 금천면 영산로 5691
B000013468,이화여자대학교사범대학부속이화금란고등학교,고등학교,서울특별시교육청,서울특별시 서대문구 성산로 560
B000011815,부산자동차마이스터고등학교,고등학교,부산광역시교육청,부산광역시 사하구 하신중앙로3번나길 16
B000012170,덕문여자고등학교,고등학교,부산광역시교육청,부산광역시 수영구 연수로310번길 114
B000013115,벌교고등학교,고등학교,전라남도교육청,전라남도 보성군 벌교읍 채동선로 115
B000011561,강원생활과학고등학교,고등학교,강원특별자치도교육청,강원특별자치도 홍천군 남면 새작들길 11
B000012540,보정고등학교,고등학교,경기도교육청,경기도 용인시 기흥구 보정로 22
B000012079,오금고등학교,고등학교,서울특별시교육청,서울특별시 송파구 중대로 247
B000012687,일산대진고등학교,고등학교,경기도교육청,경기도 고양시 일산서구 대산로 246
B000013210,형곡고등학교,고등학교,경상북도교육청,경상북도 구미시 형곡동로2길 12-13
B000023219,세종미래고등학교,고등학교,세종특별자치시교육청,세종특별자치시 부강면 문곡달미길 6
B000012856,청석고등학교,고등학교,충청북도교육청,충청북도 청주시 상당구 원봉로 75
B000012987,전주대학교사범대학부설고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 완산구 천잠로 313
B000011928,오산고등학교,고등학교,서울특별시교육청,서울특별시 용산구 보광로7길 17
B000011371,동의고등학교,고등학교,부산광역시교육청,부산광역시 부산진구 양지로 50
B000011522,오산정보고등학교,고등학교,경기도교육청,경기도 오산시 청학로5번길 20
B000011756,태봉고등학교,고등학교,경상남도교육청,경상남도 창원시 마산합포구 진동면 태봉1길 85-32
B000011955,고려대학교사범대학부속고등학교,고등학교,서울특별시교육청,서울특별시 성북구 정릉로 161
B000013005,이일여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도 익산시 평동로7길 30
B000013434,영주고등학교,고등학교,제주특별자치도교육청,제주특별자치도 제주시 첨단동길 92
B000013001,이리여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도 익산시 익산대로24길 8-5
B000011732,경북조리과학고등학교,고등학교,경상북도교육청,경상북도 문경시 문경읍 향교길 20
B000011619,홍성공업고등학교,고등학교,충청남도교육청,충청남도 홍성군 결성면 구성남로 55
B000013435,남녕고등학교,고등학교,제주특별자치도교육청,제주특별자치도 제주시 도령로 55
B000026936,충남인터넷고등학교,고등학교,충청남도교육청,충청남도 논산시 연산면 계백로 1958-16
B000012179,청구고등학교,고등학교,대구광역시교육청,대구광역시 동구 국채보상로 827
B000025453,구미산동고등학교,고등학교,경상북도교육청,경상북도 구미시 산동읍 신당인덕2로 11
B000012263,부광고등학교,고등학교,인천광역시교육청,인천광역시 부평구 화랑로 28
B000011669,담양공업고등학교,고등학교,전라남도교육청,전라남도 담양군 담양읍 죽향대로 1072
B000011499,근명고등학교,고등학교,경기도교육청,경기도 안양시 만안구 삼덕로 49
B000012237,학익여자고등학교,고등학교,인천광역시교육청,인천광역시 미추홀구 주승로52번길 8
B000012996,군산제일고등학교,고등학교,전북특별자치도교육청,전북특별자치도 군산시 경기장로 142
B000012994,군산여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도 군산시 월명1길 16
B000012036,선유고등학교,고등학교,서울특별시교육청,서울특별시 영등포구 선유로 227
B000012768,대성고등학교,고등학교,강원특별자치도교육청,강원특별자치도 원주시 북원로 2001
B000011707,경주정보고등학교,고등학교,경상북도교육청,경상북도 경주시 충효7길 19
B000012379,유성고등학교,고등학교,대전광역시교육청,대전광역시 유성구 유성대로654번길 130
B000012460,불곡고등학교,고등학교,경기도교육청,경기도 성남시 분당구 금곡로 149
B000011394,계성여자고등학교,고등학교,부산광역시교육청,부산광역시 연제구 해맞이로109번길 47
B000013064,목상고등학교,고등학교,전라남도교육청,전라남도 목포시 소영길 13
B000012551,용인고등학교,고등학교,경기도교육청,경기도 용인시 처인구 금학로253번길 20-21
B000012659,청운고등학교,고등학교,경기도교육청,경기도 양평군 청운면 청운로 28
B000012442,영덕고등학교,고등학교,경기도교육청,경기도 수원시 영통구 매영로 334
B000012843,양양고등학교,고등학교,강원특별자치도교육청,강원특별자치도 양양군 양양읍 복개길 23-12
B000013578,인동고등학교,고등학교,경상북도교육청,경상북도 구미시 인동36길 45
B000013346,김해임호고등학교,고등학교,경상남도교육청,경상남도 김해시 분성로3번길 77
B000011321,서울동산고등학교,고등학교,서울특별시교육청,서울특별시 노원구 공릉로 257
B000012144,부흥고등학교,고등학교,부산광역시교육청,부산광역시 해운대구 좌동순환로 248
B000012335,고려고등학교,고등학교,광주광역시교육청,광주광역시 북구 설죽로 369
B000013576,김천고등학교,고등학교,경상북도교육청,경상북도 김천시 송설로 90
B000012402,문수고등학교,고등학교,울산광역시교육청,울산광역시 남구 울밀로 2905
B000013264,모계고등학교,고등학교,경상북도교육청,경상북도 청도군 화양읍 청화로 67
B000012571,정왕고등학교,고등학교,경기도교육청,경기도 시흥시 정왕대로118번길 13
B000012881,영동고등학교,고등학교,충청북도교육청,충청북도 영동군 영동읍 계산로 122
B000011585,양업고등학교,고등학교,충청북도교육청,충청북도 청주시 흥덕구 옥산면 환희길 277
B000012577,한광고등학교,고등학교,경기도교육청,경기도 평택시 중앙1로 115
B000012080,잠신고등학교,고등학교,서울특별시교육청,서울특별시 송파구 잠실로 24
B000012141,센텀고등학교,고등학교,부산광역시교육청,부산광역시 해운대구 해운대로 246
B000013063,목포제일여자고등학교,고등학교,전라남도교육청,전라남도 목포시 삼향천로 85
B000013172,세화고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 아치로 94
B000012615,광남고등학교,고등학교,경기도교육청,경기도 광주시 회안대로 350-32
B000022835,인천해원고등학교,고등학교,인천광역시교육청,인천광역시 서구 청라사파이어로140번길 25
B000012390,울산중앙고등학교,고등학교,울산광역시교육청,울산광역시 중구 난곡로 33
B000012198,경북고등학교,고등학교,대구광역시교육청,대구광역시 수성구 청호로 300
B000012568,시흥매화고등학교,고등학교,경기도교육청,경기도 시흥시 매화로 35
B000013509,대구서부고등학교,고등학교,대구광역시교육청,대구광역시 서구 국채보상로53길 32
B000012492,덕산고등학교,고등학교,경기도교육청,경기도 부천시 오정구 오정로266번길 69
B000011799,덕원예술고등학교,고등학교,서울특별시교육청,서울특별시 강서구 강서로45길 91-44
B000013194,안동여자고등학교,고등학교,경상북도교육청,경상북도 안동시 법상윗3길 32
B000012342,서강고등학교,고등학교,광주광역시교육청,광주광역시 북구 서강로 1
B000013174,오천고등학교,고등학교,경상북도교육청,경상북도 포항시 남구 오천읍 해병로 293
B000011513,경기자동차과학고등학교,고등학교,경기도교육청,경기도 시흥시 금오로 103
B000012446,수원고등학교,고등학교,경기도교육청,경기도 수원시 팔달구 정조로 666-10
B000012574,평택여자고등학교,고등학교,경기도교육청,경기도 평택시 영신로 220
B000013233,상지미래경영고등학교,고등학교,경상북도교육청,경상북도 상주시 함창읍 함창중앙로 176
B000011581,제천디지털전자고등학교,고등학교,충청북도교육청,충청북도 제천시 봉양읍 팔송로 84
B000011397,부산항공고등학교,고등학교,부산광역시교육청,부산광역시 사상구 백양대로768번길 115
B000012427,수원여자고등학교,고등학교,경기도교육청,경기도 수원시 팔달구 고등로59번길 72
B000012024,구로고등학교,고등학교,서울특별시교육청,서울특별시 구로구 가마산로27길 45
B000012084,잠실여자고등학교,고등학교,서울특별시교육청,서울특별시 송파구 송파대로38길 8
B000012444,동원고등학교,고등학교,경기도교육청,경기도 수원시 장안구 장안로 426-1
B000011412,대구전자공업고등학교,고등학교,대구광역시교육청,대구광역시 달서구 용산로 113
B000011859,경기외국어고등학교,고등학교,경기도교육청,경기도 의왕시 고산로105번길 30
B000011592,진천상업고등학교,고등학교,충청북도교육청,충청북도 진천군 진천읍 문화3길 25
B000012597,봉담고등학교,고등학교,경기도교육청,경기도 화성시 봉담읍 상봉길 42
B000011927,용산고등학교,고등학교,서울특별시교육청,서울특별시 용산구 두텁바위로 60
B000011858,과천외국어고등학교,고등학교,경기도교육청,경기도 과천시 희망길 36
B000012532,신봉고등학교,고등학교,경기도교육청,경기도 용인시 수지구 신봉3로 45
B000012006,목동고등학교,고등학교,서울특별시교육청,서울특별시 양천구 목동동로2길 68
B000013252,청송고등학교,고등학교,경상북도교육청,경상북도 청송군 청송읍 금곡1길 13
B000026109,한민고등학교,고등학교,경기도교육청,경기도 파주시 광탄면 혜음로 765
B000012331,전남대학교사범대학부설고등학교,고등학교,광주광역시교육청,광주광역시 북구 용봉로 45
B000012521,초지고등학교,고등학교,경기도교육청,경기도 안산시 단원구 광덕1로 13
B000011360,서울컨벤션고등학교,고등학교,서울특별시교육청,서울특별시 강동구 동남로 964
B000023001,충남체육고등학교,고등학교,충청남도교육청,충청남도 논산시 체육로 82
B000012190,강북고등학교,고등학교,대구광역시교육청,대구광역시 북구 태전로 100
B000012954,한국K-POP고등학교,고등학교,충청남도교육청,충청남도 홍성군 광천읍 광천로373번길 14
B000011976,영신여자고등학교,고등학교,서울특별시교육청,서울특별시 노원구 중계로16나길 13
B000011343,덕일전자공업고등학교,고등학교,서울특별시교육청,서울특별시 구로구 서해안로21길 5-12
B000011510,군포e비즈니스고등학교,고등학교,경기도교육청,경기도 군포시 수리산로 153
B000011960,창문여자고등학교,고등학교,서울특별시교육청,서울특별시 강북구 월계로 61
B000012721,운정고등학교,고등학교,경기도교육청,경기도 파주시 와석순환로 267
B000013068,목포정명여자고등학교,고등학교,전라남도교육청,전라남도 목포시 삼일로 45
B000011659,여수해양과학고등학교,고등학교,전라남도교육청,전라남도 여수시 돌산읍 돌산로 1201-18
B000012927,서일고등학교,고등학교,충청남도교육청,충청남도 서산시 지곡면 화천3길 56
B000013327,진주동명고등학교,고등학교,경상남도교육청,경상남도 진주시 대신로 454-25
B000012725,봉일천고등학교,고등학교,경기도교육청,경기도 파주시 조리읍 소곡로 54
B000013229,포은고등학교,고등학교,경상북도교육청,경상북도 영천시 금호읍 성천앞길 112-53
B000013070,문태고등학교,고등학교,전라남도교육청,전라남도 목포시 용당로 138
B000023069,미사고등학교,고등학교,경기도교육청,경기도 하남시 미사강변한강로 210
B000011481,삼일공업고등학교,고등학교,경기도교육청,경기도 수원시 팔달구 수원천로392번길 44-60
B000012220,경화여자고등학교,고등학교,대구광역시교육청,대구광역시 달서구 당산로30길 20
B000012750,가평고등학교,고등학교,경기도교육청,경기도 가평군 가평읍 호반로 2601
B000013179,경주여자고등학교,고등학교,경상북도교육청,경상북도 경주시 금성로 437
B000013057,영선고등학교,고등학교,전북특별자치도교육청,전북특별자치도 고창군 무장면 왕제산로 713
B000012861,충북여자고등학교,고등학교,충청북도교육청,충청북도 청주시 서원구 무심서로 377-2
B000011601,공주생명과학고등학교,고등학교,충청남도교육청,충청남도 공주시 금벽로 317
B000025211,인천연송고등학교,고등학교,인천광역시교육청,인천광역시 연수구 컨벤시아대로42번길 72
B000023195,광휘고등학교,고등학교,경기도교육청,경기도 광명시 서원로 41
B000011940,건국대학교사범대학부속고등학교,고등학교,서울특별시교육청,서울특별시 광진구 능동로 120
B000012399,울산여자고등학교,고등학교,울산광역시교육청,울산광역시 남구 삼산로9번길 16
B000012737,한빛누리고등학교,고등학교,경기도교육청,경기도 동두천시 동광로 124
B000011453,전남공업고등학교,고등학교,광주광역시교육청,광주광역시 광산구 왕버들로322번길 26
B000012814,상동고등학교,고등학교,강원특별자치도교육청,강원특별자치도 영월군 상동읍 태백산로 3147
B000025768,인천마전고등학교,고등학교,인천광역시교육청,인천광역시 서구 마전로 74
B000012236,인천고등학교,고등학교,인천광역시교육청,인천광역시 미추홀구 경원대로 804
B000013287,진해고등학교,고등학교,경상남도교육청,경상남도 창원시 진해구 여좌로 100
B000013076,한영고등학교,고등학교,전라남도교육청,전라남도 여수시 장군산길 18-43
B000012470,분당영덕여자고등학교,고등학교,경기도교육청,경기도 성남시 분당구 판교로592번길 13
B000012255,석정여자고등학교,고등학교,인천광역시교육청,인천광역시 남동구 방축로469번길 27
B000023212,대구가톨릭대학교사범대학부속무학고등학교,고등학교,경상북도교육청,경상북도 경산시 하양읍 금송로 71-11
B000012431,수일고등학교,고등학교,경기도교육청,경기도 수원시 장안구 수일로233번길 59
B000011898,진도국악고등학교,고등학교,전라남도교육청,전라남도 진도군 임회면 석교길 20-4
B000013466,대성고등학교,고등학교,서울특별시교육청,서울특별시 은평구 갈현로29길 51-24
B000011291,대동세무고등학교,고등학교,서울특별시교육청,서울특별시 종로구 계동길 84-10
B000011558,한국에너지마이스터고등학교,고등학교,강원특별자치도교육청,강원특별자치도 삼척시 근덕면 삼척로 3700
B000013491,경남여자고등학교,고등학교,부산광역시교육청,부산광역시 동구 수정중로 29
B000012528,안산강서고등학교,고등학교,경기도교육청,경기도 안산시 단원구 삼일로 367
B000011628,이리공업고등학교,고등학교,전북특별자치도교육청,전북특별자치도 익산시 동서로14길 30-2
B000012168,부산남일고등학교,고등학교,부산광역시교육청,부산광역시 수영구 망미배산로48번길 85-23
B000012074,잠실고등학교,고등학교,서울특별시교육청,서울특별시 송파구 올림픽로33길 71
B000012866,충원고등학교,고등학교,충청북도교육청,충청북도 충주시 엄정면 동막강현길 377
B000012188,운암고등학교,고등학교,대구광역시교육청,대구광역시 북구 학정로 378
B000011673,전남자연과학고등학교,고등학교,전라남도교육청,전라남도 구례군 구례읍 구례로 409
B000012395,울산고등학교,고등학교,울산광역시교육청,울산광역시 중구 도화골15길 15
B000013100,광양여자고등학교,고등학교,전라남도교육청,전라남도 광양시 광양읍 인덕로 1039
B000011490,이우고등학교,고등학교,경기도교육청,경기도 성남시 분당구 동막로 287
B000011706,경주공업고등학교,고등학교,경상북도교육청,경상북도 경주시 금성로 209
B000012321,광주석산고등학교,고등학교,광주광역시교육청,광주광역시 남구 백운로26번길 20
B000011554,강릉정보공업고등학교,고등학교,강원특별자치도교육청,강원특별자치도 강릉시 주문진읍 학교길 26
B000013517,상인고등학교,고등학교,대구광역시교육청,대구광역시 달서구 상인로 24
B000012361,대전성모여자고등학교,고등학교,대전광역시교육청,대전광역시 중구 대흥로 62
B000012260,숭덕여자고등학교,고등학교,인천광역시교육청,인천광역시 남동구 만수로73번길 20-23
B000013429,오현고등학교,고등학교,제주특별자치도교육청,제주특별자치도 제주시 일주동로 101
B000012051,영락고등학교,고등학교,서울특별시교육청,서울특별시 관악구 청룡16길 25
B000013071,영흥고등학교,고등학교,전라남도교육청,전라남도 목포시 삼각로43번길 9
B000013522,인천하늘고등학교,고등학교,인천광역시교육청,인천광역시 중구 영종대로277번길 117
B000013494,부산진고등학교,고등학교,부산광역시교육청,부산광역시 부산진구 성지로94번길 54
B000013488,현대고등학교,고등학교,서울특별시교육청,서울특별시 강남구 압구정로 127
B000011443,산마을고등학교,고등학교,인천광역시교육청,인천광역시 강화군 양도면 강화남로1002번길 73-29
B000012468,성일고등학교,고등학교,경기도교육청,경기도 성남시 중원구 시민로77번길 10
B000011712,신라공업고등학교,고등학교,경상북도교육청,경상북도 경주시 천북면 천북로 41-21
B000012194,영송여자고등학교,고등학교,대구광역시교육청,대구광역시 북구 태전로 92
B000011713,삼성생활예술고등학교,고등학교,경상북도교육청,경상북도 경주시 내남면 이조중앙길 27
B000024722,화담고등학교,고등학교,경기도교육청,경기도 화성시 봉담읍 상리1길 128
B000011818,브니엘예술고등학교,고등학교,부산광역시교육청,부산광역시 금정구 체육공원로 154
B000013267,대가야고등학교,고등학교,경상북도교육청,경상북도 고령군 대가야읍 가야금길 36
B000013190,김천여자고등학교,고등학교,경상북도교육청,경상북도 김천시 모암사랑10길 9
B000012463,서현고등학교,고등학교,경기도교육청,경기도 성남시 분당구 분당로 87
B000025377,덕수고등학교,고등학교,서울특별시교육청,서울특별시 송파구 위례북로 10
B000011751,마산공업고등학교,고등학교,경상남도교육청,경상남도 창원시 마산회원구 학교단지로 53
B000011736,의성유니텍고등학교,고등학교,경상북도교육청,경상북도 의성군 의성읍 문소1길 164
B000012438,효원고등학교,고등학교,경기도교육청,경기도 수원시 영통구 동수원로 336
B000011388,동아공업고등학교,고등학교,부산광역시교육청,부산광역시 사하구 괴정로260번길 79
B000012830,김화고등학교,고등학교,강원특별자치도교육청,강원특별자치도 철원군 서면 와수1로 90
B000013123,강진고등학교,고등학교,전라남도교육청,전라남도 강진군 강진읍 고성길 15-7
B000011530,두원공업고등학교,고등학교,경기도교육청,경기도 안성시 미양면 미양로 727
B000013486,휘문고등학교,고등학교,서울특별시교육청,서울특별시 강남구 역삼로 541
B000013079,여수화양고등학교,고등학교,전라남도교육청,전라남도 여수시 화양면 화동로 203
B000013113,보성고등학교,고등학교,전라남도교육청,전라남도 보성군 보성읍 용문길 48
B000011640,세인고등학교,고등학교,전북특별자치도교육청,전북특별자치도 완주군 화산면 화산로 1486
B000011477,경기대명고등학교,고등학교,경기도교육청,경기도 수원시 권선구 수인로598번길 3-24
B000012461,늘푸른고등학교,고등학교,경기도교육청,경기도 성남시 분당구 성남대로407번길 26
B000013441,삼성여자고등학교,고등학교,제주특별자치도교육청,제주특별자치도 서귀포시 검은여로 151
B000013512,칠성고등학교,고등학교,대구광역시교육청,대구광역시 북구 칠성로 13
B000011347,한강미디어고등학교,고등학교,서울특별시교육청,서울특별시 영등포구 선유로55길 22
B000013203,풍산고등학교,고등학교,경상북도교육청,경상북도 안동시 풍산읍 풍산중앙길 39
B000012020,명덕여자고등학교,고등학교,서울특별시교육청,서울특별시 강서구 강서로47길 34-10
B000011617,공동체비전고등학교,고등학교,충청남도교육청,충청남도 서천군 서천읍 서문로 327
B000012852,상당고등학교,고등학교,충청북도교육청,충청북도 청주시 상당구 월평로238번길 3-10
B000012804,내면고등학교,고등학교,강원특별자치도교육청,강원특별자치도 홍천군 내면 구룡령로 5174
B000011647,전북펫고등학교,고등학교,전북특별자치도교육청,전북특별자치도 임실군 오수면 충효로 2099-23
B000011464,대전도시과학고등학교,고등학교,대전광역시교육청,대전광역시 유성구 진잠로42번길 35
B000012639,부원고등학교,고등학교,경기도교육청,경기도 이천시 장호원읍 서동대로 8857
B000012912,대천고등학교,고등학교,충청남도교육청,충청남도 보령시 대고로 58
B000012790,철암고등학교,고등학교,강원특별자치도교육청,강원특별자치도 태백시 상철암길 10-32
B000012841,거진고등학교,고등학교,강원특별자치도교육청,강원특별자치도 고성군 거진읍 거탄진로 39-7
B000013338,충렬여자고등학교,고등학교,경상남도교육청,경상남도 통영시 용남면 견내량로 70
B000013008,함열고등학교,고등학교,전북특별자치도교육청,전북특별자치도 익산시 함열읍 와리3길 19-3
B000012216,영남고등학교,고등학교,대구광역시교육청,대구광역시 달서구 월곡로 300
B000011854,계원예술고등학교,고등학교,경기도교육청,경기도 성남시 분당구 불정로 100
B000012056,언남고등학교,고등학교,서울특별시교육청,서울특별시 서초구 동산로13길 35
B000012794,삼척고등학교,고등학교,강원특별자치도교육청,강원특별자치도 삼척시 사대안길 21
B000013538,대전노은고등학교,고등학교,대전광역시교육청,대전광역시 유성구 노은동로 99
B000012340,광주동신여자고등학교,고등학교,광주광역시교육청,광주광역시 북구 동문대로 50
B000011461,대덕소프트웨어마이스터고등학교,고등학교,대전광역시교육청,대전광역시 유성구 가정북로 76
B000012864,충주여자고등학교,고등학교,충청북도교육청,충청북도 충주시 형설로 77
B000013003,원광여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도 익산시 선화로13길 72
B000011806,서울체육고등학교,고등학교,서울특별시교육청,서울특별시 송파구 강동대로 232
B000013165,포항영신고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 소티재로 107
B000011849,경기체육고등학교,고등학교,경기도교육청,경기도 수원시 장안구 상률로 106
B000012512,백영고등학교,고등학교,경기도교육청,경기도 안양시 동안구 관평로 94
B000013531,숭덕고등학교,고등학교,광주광역시교육청,광주광역시 광산구 월계로 117-8
B000012604,운암고등학교,고등학교,경기도교육청,경기도 오산시 운천로 12
B000023275,순천팔마고등학교,고등학교,전라남도교육청,전라남도 순천시 삼산로 140
B000011547,강원생명과학고등학교,고등학교,강원특별자치도교육청,강원특별자치도 춘천시 영서로 2872
B000012174,부산장안고등학교,고등학교,부산광역시교육청,부산광역시 기장군 장안읍 신좌천로 10
B000012755,연천고등학교,고등학교,경기도교육청,경기도 연천군 연천읍 연천로336번길 13
B000012186,협성고등학교,고등학교,대구광역시교육청,대구광역시 남구 효성로 33
B000012082,보성고등학교,고등학교,서울특별시교육청,서울특별시 송파구 양재대로 1278
B000012066,중산고등학교,고등학교,서울특별시교육청,서울특별시 강남구 일원로14길 22
B000013456,대광고등학교,고등학교,서울특별시교육청,서울특별시 동대문구 안암로 6
B000011404,대구과학기술고등학교,고등학교,대구광역시교육청,대구광역시 서구 당산로 228
B000013143,장성고등학교,고등학교,전라남도교육청,전라남도 장성군 장성읍 영천월산길 63
B000012723,문산제일고등학교,고등학교,경기도교육청,경기도 파주시 평화로 190
B000012064,청담고등학교,고등학교,서울특별시교육청,서울특별시 강남구 압구정로 419
B000013568,정읍고등학교,고등학교,전북특별자치도교육청,전북특별자치도 정읍시 정읍사로 594
B000013376,효암고등학교,고등학교,경상남도교육청,경상남도 양산시 서창로 144
B000011869,강원체육고등학교,고등학교,강원특별자치도교육청,강원특별자치도 춘천시 자라우새길 126
B000013288,마산여자고등학교,고등학교,경상남도교육청,경상남도 창원시 마산합포구 고운로 157
B000012072,중앙대학교사범대학부속고등학교,고등학교,서울특별시교육청,서울특별시 강남구 선릉로 207
B000012457,보평고등학교,고등학교,경기도교육청,경기도 성남시 분당구 동판교로 124
B000011653,목포여자상업고등학교,고등학교,전라남도교육청,전라남도 목포시 영산로 413-3
B000013142,문향고등학교,고등학교,전라남도교육청,전라남도 장성군 장성읍 문화로 94
B000011290,서일문화예술고등학교,고등학교,서울특별시교육청,서울특별시 종로구 지봉로17길 49
B000011580,제천상업고등학교,고등학교,충청북도교육청,충청북도 제천시 의병대로 243
B000012397,학성고등학교,고등학교,울산광역시교육청,울산광역시 남구 문수로 436
B000011957,성신여자고등학교,고등학교,서울특별시교육청,서울특별시 성북구 동소문로26가길 80
B000013401,하동여자고등학교,고등학교,경상남도교육청,경상남도 하동군 하동읍 송림1길 30
B000011977,혜성여자고등학교,고등학교,서울특별시교육청,서울특별시 노원구 노원로16길 2
B000012113,가야고등학교,고등학교,부산광역시교육청,부산광역시 부산진구 엄광로 152
B000011332,한세사이버보안고등학교,고등학교,서울특별시교육청,서울특별시 마포구 마포대로11길 44-80
B000011972,서라벌고등학교,고등학교,서울특별시교육청,서울특별시 노원구 한글비석로5길 18
B000012178,신명고등학교,고등학교,대구광역시교육청,대구광역시 중구 국채보상로102길 48
B000022700,정관고등학교,고등학교,부산광역시교육청,부산광역시 기장군 정관읍 정관로 534
