school_id,school_name,school_level,office_of_education_name,road_address
B000013582,북삼고등학교,고등학교,경상북도교육청,경상북도 칠곡군 북삼읍 북삼로2길 130
B000013368,해성고등학교,고등학교,경상남도교육청,경상남도 거제시 두모길 4
B000013182,문화고등학교,고등학교,경상북도교육청,경상북도 경주시 충현로 98
B000012601,송산고등학교,고등학교,경기도교육청,경기도 화성시 송산면 송산포도로 102-21
B000011539,남양주고등학교,고등학교,경기도교육청,경기도 남양주시 화도읍 경춘로2192번길 25
B000012599,화성고등학교,고등학교,경기도교육청,경기도 화성시 향남읍 장짐길 4
B000024675,이솔고등학교,고등학교,경기도교육청,경기도 화성시 동탄대로 7길 10
B000013166,포항중앙고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 소티재로151번길 11
B000011813,부산센텀여자고등학교,고등학교,부산광역시교육청,부산광역시 해운대구 해운대로469번길 50-1
B000022819,내손고등학교,고등학교,경기도교육청,경기도 의왕시 내손순환로 51
B000013332,진서고등학교,고등학교,경상남도교육청,경상남도 진주시 수곡면 옥수로 625
B000012832,간동고등학교,고등학교,강원특별자치도교육청,강원특별자치도 화천군 간동면 파로호로 945-21
B000012826,사북고등학교,고등학교,강원특별자치도교육청,강원특별자치도 정선군 사북읍 소금강로 3640
B000012565,장곡고등학교,고등학교,경기도교육청,경기도 시흥시 장곡로70번길 8
B000012348,첨단고등학교,고등학교,광주광역시교육청,광주광역시 광산구 산월로 12-17
B000011387,부일전자디자인고등학교,고등학교,부산광역시교육청,부산광역시 사하구 감천로73번길 36
B000011769,거제여자상업고등학교,고등학교,경상남도교육청,경상남도 거제시 거제면 동상3길 21
B000027488,경북과학고등학교,고등학교,경상북도교육청,경상북도 포항시 남구 지곡로 130
B000013360,밀양고등학교,고등학교,경상남도교육청,경상남도 밀양시 약산로 15
B000012503,관양고등학교,고등학교,경기도교육청,경기도 안양시 동안구 일동로 115
B000011335,서울영상고등학교,고등학교,서울특별시교육청,서울특별시 양천구 목동로11길 46
B000012530,대부고등학교,고등학교,경기도교육청,경기도 안산시 단원구 대부중앙로 3
B000011506,안산공업고등학교,고등학교,경기도교육청,경기도 안산시 상록구 안산공고로 51
B000011501,경기모바일과학고등학교,고등학교,경기도교육청,경기도 안산시 상록구 남산평길 35
B000012605,성호고등학교,고등학교,경기도교육청,경기도 오산시 동부대로436번길 46
B000012834,양구고등학교,고등학교,강원특별자치도교육청,강원특별자치도 양구군 양구읍 중심로 115
B000011715,김천생명과학고등학교,고등학교,경상북도교육청,경상북도 김천시 부거리길 310
B000013185,한국국제통상마이스터고등학교,고등학교,경상북도교육청,경상북도 경주시 감포읍 감포로12길 20
B000013272,순심여자고등학교,고등학교,경상북도교육청,경상북도 칠곡군 왜관읍 남부1길 22
B000011665,전남미용고등학교,고등학교,전라남도교육청,전라남도 나주시 영산포로 182-9
B000012788,황지고등학교,고등학교,강원특별자치도교육청,강원특별자치도 태백시 번영로 179
B000013188,무산고등학교,고등학교,경상북도교육청,경상북도 경주시 건천읍 천포방내길 18
B000012686,세원고등학교,고등학교,경기도교육청,경기도 고양시 일산동구 숲속마을로 202
B000013186,경주예일고등학교,고등학교,경상북도교육청,경상북도 경주시 안강읍 화전길 62-8
B000012748,영북고등학교,고등학교,경기도교육청,경기도 포천시 영북면 영북로 136
B000012436,숙지고등학교,고등학교,경기도교육청,경기도 수원시 팔달구 수성로182번길 100
B000012458,운중고등학교,고등학교,경기도교육청,경기도 성남시 분당구 운중로 95
B000011538,고양고등학교,고등학교,경기도교육청,경기도 고양시 덕양구 삼송로 171
B000012621,신장고등학교,고등학교,경기도교육청,경기도 하남시 신장동로 19
B000012123,사직여자고등학교,고등학교,부산광역시교육청,부산광역시 동래구 쇠미로27번길 21
B000011427,문학정보고등학교,고등학교,인천광역시교육청,인천광역시 미추홀구 소성로350번길 29
B000027484,광주예술고등학교,고등학교,광주광역시교육청,광주광역시 북구 서하로 72
B000012667,중산고등학교,고등학교,경기도교육청,경기도 고양시 일산동구 중산로 290
B000012798,가곡고등학교,고등학교,강원특별자치도교육청,강원특별자치도 삼척시 가곡면 가곡천로 1427
B000012452,성남고등학교,고등학교,경기도교육청,경기도 성남시 중원구 시민로 61
B000027297,세인트존스베리 아카데미 제주,고등학교,제주특별자치도교육청,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길 10
B000012753,설악고등학교,고등학교,경기도교육청,경기도 가평군 설악면 한양부로 21-1
B000012519,선부고등학교,고등학교,경기도교육청,경기도 안산시 단원구 지곡로 138
B000012339,광주경신여자고등학교,고등학교,광주광역시교육청,광주광역시 북구 금호로40번길 40
B000012779,강릉명륜고등학교,고등학교,강원특별자치도교육청,강원특별자치도 강릉시 율곡로 2920-8
B000012940,한솔고등학교,고등학교,세종특별자치시교육청,세종특별자치시 누리로 34
B000013290,창원중앙여자고등학교,고등학교,경상남도교육청,경상남도 창원시 성산구 단정로 121
B000012309,조선대학교여자고등학교,고등학교,광주광역시교육청,광주광역시 동구 지산로 36
B000023269,충북체육고등학교,고등학교,충청북도교육청,충청북도 진천군 문백면 도하3길 120
B000024855,문곡고등학교,고등학교,인천광역시교육청,인천광역시 서구 청마로 52
B000026479,인천아라고등학교,고등학교,인천광역시교육청,인천광역시 서구 서로2로 62
B000011613,한국식품마이스터고등학교,고등학교,충청남도교육청,충청남도 부여군 홍산면 홍산로 112-23
B000011835,광주과학고등학교,고등학교,광주광역시교육청,광주광역시 북구 첨단과기로 215
B000012899,천안두정고등학교,고등학교,충청남도교육청,충청남도 천안시 서북구 두정고2길 13
B000012743,포천고등학교,고등학교,경기도교육청,경기도 포천시 원모루로 40
B000012314,풍암고등학교,고등학교,광주광역시교육청,광주광역시 서구 풍암신흥로39번길 20
B000012872,세명고등학교,고등학교,충청북도교육청,충청북도 제천시 세명로 88
B000012997,군산영광여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도 군산시 둔배미길 21
B000012917,온양용화고등학교,고등학교,충청남도교육청,충청남도 아산시 용화고길 10
B000013219,영광고등학교,고등학교,경상북도교육청,경상북도 영주시 의상로 62
B000011483,수원공업고등학교,고등학교,경기도교육청,경기도 수원시 팔달구 세지로 254
B000011750,창원기계공업고등학교,고등학교,경상남도교육청,경상남도 창원시 성산구 두대로 219
B000013326,대아고등학교,고등학교,경상남도교육청,경상남도 진주시 서장대로185번길 14
B000011761,경남자동차고등학교,고등학교,경상남도교육청,경상남도 진주시 진산로 378
B000013056,고창북고등학교,고등학교,전북특별자치도교육청,전북특별자치도 고창군 흥덕면 선운대로 3714-32
B000012807,안흥고등학교,고등학교,강원특별자치도교육청,강원특별자치도 횡성군 안흥면 서동로 1121
B000012892,천안중앙고등학교,고등학교,충청남도교육청,충청남도 천안시 동남구 충절로 91
B000011473,울산기술공업고등학교,고등학교,울산광역시교육청,울산광역시 울주군 온산읍 덕망로 54
B000025680,인천중산고등학교,고등학교,인천광역시교육청,인천광역시 중구 은하수로 142
B000012371,대전만년고등학교,고등학교,대전광역시교육청,대전광역시 서구 만년로 6
B000012664,덕이고등학교,고등학교,경기도교육청,경기도 고양시 일산서구 하이파크1로 64
B000012869,제천고등학교,고등학교,충청북도교육청,충청북도 제천시 칠성로 105
B000012630,양곡고등학교,고등학교,경기도교육청,경기도 김포시 양촌읍 양곡4로 138
B000011598,천안상업고등학교,고등학교,충청남도교육청,충청남도 천안시 서북구 상고1길 43-9
B000013506,계성고등학교,고등학교,대구광역시교육청,대구광역시 서구 새방로 171
B000012896,천안쌍용고등학교,고등학교,충청남도교육청,충청남도 천안시 서북구 월봉7길 10
B000011624,전주공업고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 덕진구 여산로 101
B000013419,거창고등학교,고등학교,경상남도교육청,경상남도 거창군 거창읍 죽전4길 36
B000011454,동명고등학교,고등학교,광주광역시교육청,광주광역시 광산구 사이동길 16
B000024945,경일고등학교,고등학교,부산광역시교육청,부산광역시 강서구 영강길 153-42
B000013102,담양고등학교,고등학교,전라남도교육청,전라남도 담양군 담양읍 천변7길 11
B000012964,만리포고등학교,고등학교,충청남도교육청,충청남도 태안군 소원면 서해로 631
B000023270,철성고등학교,고등학교,경상남도교육청,경상남도 고성군 고성읍 대가로 12
B000023143,새롬고등학교,고등학교,세종특별자치시교육청,세종특별자치시 새롬서로 68
B000023107,충남삼성고등학교,고등학교,충청남도교육청,충청남도 아산시 탕정면 삼성로 77
B000012343,광주숭일고등학교,고등학교,광주광역시교육청,광주광역시 북구 모룡대길 40
B000012894,천안청수고등학교,고등학교,충청남도교육청,충청남도 천안시 동남구 청수로 82-46
B000013198,안동중앙고등학교,고등학교,경상북도교육청,경상북도 안동시 서악길 45
B000025798,대금고등학교,고등학교,충청북도교육청,충청북도 음성군 금왕읍 신내로 507
B000011357,서울인공지능고등학교,고등학교,서울특별시교육청,서울특별시 송파구 양산로 21
B000012951,충남드론항공고등학교,고등학교,충청남도교육청,충청남도 홍성군 광천읍 홍남로 695
B000027283,함평학다리고등학교,고등학교,전라남도교육청,전라남도 함평군 함평읍 영수길 55
B000012337,살레시오고등학교,고등학교,광주광역시교육청,광주광역시 북구 모룡대길 67
B000012683,성사고등학교,고등학교,경기도교육청,경기도 고양시 덕양구 호국로 869
B000012415,효정고등학교,고등학교,울산광역시교육청,울산광역시 북구 율동2길 41
B000022796,도선고등학교,고등학교,서울특별시교육청,서울특별시 성동구 마장로 156
B000023196,곡정고등학교,고등학교,경기도교육청,경기도 수원시 권선구 덕영대로1190번길 130
B000011576,국원고등학교,고등학교,충청북도교육청,충청북도 충주시 탄금대로 88
B000012707,인창고등학교,고등학교,경기도교육청,경기도 구리시 왕숙천로 339
B000022536,고양동산고등학교,고등학교,경기도교육청,경기도 고양시 덕양구 동세로 20
B000013086,순천금당고등학교,고등학교,전라남도교육청,전라남도 순천시 기적의도서관1길 34
B000012827,신철원고등학교,고등학교,강원특별자치도교육청,강원특별자치도 철원군 갈말읍 명성로149번길 64
B000013558,천안업성고등학교,고등학교,충청남도교육청,충청남도 천안시 서북구 업성3길 65-11
B000012625,풍무고등학교,고등학교,경기도교육청,경기도 김포시 풍무로93번길 53
B000011599,병천고등학교,고등학교,충청남도교육청,충청남도 천안시 동남구 병천면 충절로 1872
B000011433,인천금융고등학교,고등학교,인천광역시교육청,인천광역시 남동구 함박뫼로 438-9
B000013281,봉화고등학교,고등학교,경상북도교육청,경상북도 봉화군 봉화읍 내성로 138
B000013313,마산제일여자고등학교,고등학교,경상남도교육청,경상남도 창원시 마산합포구 고운로 65
B000011760,경진고등학교,고등학교,경상남도교육청,경상남도 진주시 의병로71번길 3-21
B000012895,천안제일고등학교,고등학교,충청남도교육청,충청남도 천안시 동남구 버들로 71
B000013421,합천고등학교,고등학교,경상남도교육청,경상남도 합천군 합천읍 교동3길 12
B000011309,서울도시과학기술고등학교,고등학교,서울특별시교육청,서울특별시 성북구 종암로 196
B000011969,노원고등학교,고등학교,서울특별시교육청,서울특별시 노원구 노원로 586
B000025639,용인삼계고등학교,고등학교,경기도교육청,경기도 용인시 처인구 포곡읍 백옥대로1898번길 34-42
B000012506,부흥고등학교,고등학교,경기도교육청,경기도 안양시 동안구 달안로 15
B000023102,덕산고등학교,고등학교,충청남도교육청,충청남도 예산군 삽교읍 예학로 138
B000012893,천안여자고등학교,고등학교,충청남도교육청,충청남도 천안시 동남구 삼룡3길 30
B000012381,대전반석고등학교,고등학교,대전광역시교육청,대전광역시 유성구 지족로 332
B000010119,세종장영실고등학교,고등학교,세종특별자치시교육청,세종특별자치시 금남면 금남구즉로 196
B000011781,합천평화고등학교,고등학교,경상남도교육청,경상남도 합천군 적중면 황정1길 37
B000013425,삼가고등학교,고등학교,경상남도교육청,경상남도 합천군 삼가면 봉두길 5
B000012209,대구중앙고등학교,고등학교,대구광역시교육청,대구광역시 수성구 신천동로 496
B000012949,홍성여자고등학교,고등학교,충청남도교육청,충청남도 홍성군 홍성읍 충서로 1575번길 10
B000013319,마산제일고등학교,고등학교,경상남도교육청,경상남도 창원시 마산회원구 내서읍 함마대로 2610
B000013378,물금고등학교,고등학교,경상남도교육청,경상남도 양산시 물금읍 신주1길 20
B000024719,하길고등학교,고등학교,경기도교육청,경기도 화성시 향남읍 상신하길로274번길 22
B000012678,행신고등학교,고등학교,경기도교육청,경기도 고양시 덕양구 소만로 36
B000011661,순천청암고등학교,고등학교,전라남도교육청,전라남도 순천시 녹색로 1641-1
B000024667,정현고등학교,고등학교,경기도교육청,경기도 화성시 동탄산척로 93-10
B000013344,곤양고등학교,고등학교,경상남도교육청,경상남도 사천시 곤양면 솥골길 120
B000012265,부개여자고등학교,고등학교,인천광역시교육청,인천광역시 부평구 부흥로 433
B000011544,한국문화영상고등학교,고등학교,경기도교육청,경기도 동두천시 평화로2452번길 32
B000024656,이산고등학교,고등학교,경기도교육청,경기도 화성시 동탄기흥로353번길 61
B000011825,경북기계공업고등학교,고등학교,대구광역시교육청,대구광역시 달서구 월배로 275
B000013385,경남로봇고등학교,고등학교,경상남도교육청,경상남도 함안군 대산면 대산중앙로 102-2
B000011883,충남외국어고등학교,고등학교,충청남도교육청,충청남도 아산시 탕정면 탕정면로 53-60
B000011651,전북베이커리고등학교,고등학교,전북특별자치도교육청,전북특별자치도 부안군 행안면 춘헌길 1
B000013417,대성일고등학교,고등학교,경상남도교육청,경상남도 거창군 거창읍 거열로7길 57
B000012632,이천고등학교,고등학교,경기도교육청,경기도 이천시 아리역로16번길 1
B000013261,영덕여자고등학교,고등학교,경상북도교육청,경상북도 영덕군 영덕읍 영덕로 206
B000013105,옥과고등학교,고등학교,전라남도교육청,전라남도 곡성군 옥과면 대학로 99
B000024553,홍성고부설방송통신고등학교,고등학교,충청남도교육청,충청남도 홍성군 홍북읍 홍학로 49
B000011497,평촌경영고등학교,고등학교,경기도교육청,경기도 안양시 동안구 학의로 186
B000013018,신태인고등학교,고등학교,전북특별자치도교육청,전북특별자치도 정읍시 신태인읍 서태길 108
B000011979,대진여자고등학교,고등학교,서울특별시교육청,서울특별시 노원구 공릉로 438
B000012905,성환고등학교,고등학교,충청남도교육청,충청남도 천안시 서북구 성환읍 신방로 354
B000027209,남양주다산고등학교,고등학교,경기도교육청,경기도 남양주시 다산중앙로146번길 50
B000024184,배곧고등학교,고등학교,경기도교육청,경기도 시흥시 배곧4로 94-10
B000012916,온양여자고등학교,고등학교,충청남도교육청,충청남도 아산시 온여고길21번길 24
B000011326,예일디자인고등학교,고등학교,서울특별시교육청,서울특별시 은평구 연서로 117
B000012158,남산고등학교,고등학교,부산광역시교육청,부산광역시 금정구 남산로 66
B000012076,방산고등학교,고등학교,서울특별시교육청,서울특별시 송파구 오금로27길 18
B000011579,제천산업고등학교,고등학교,충청북도교육청,충청북도 제천시 단양로10길 160
B000013432,신성여자고등학교,고등학교,제주특별자치도교육청,제주특별자치도 제주시 아봉로 174-1
B000012746,일동고등학교,고등학교,경기도교육청,경기도 포천시 일동면 화동로1079번길 28
B000011636,김제농생명마이스터고등학교,고등학교,전북특별자치도교육청,전북특별자치도 김제시 남북9길 23
B000012976,전주제일고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 완산구 관선5길 15
B000013170,포항중앙여자고등학교,고등학교,경상북도교육청,경상북도 포항시 북구 소티재로151번길 7
B000013422,합천여자고등학교,고등학교,경상남도교육청,경상남도 합천군 합천읍 남정길 25-7
B000022818,약사고등학교,고등학교,울산광역시교육청,울산광역시 중구 종가로 560
B000011657,진성여자고등학교,고등학교,전라남도교육청,전라남도 여수시 봉강서4길 3
B000026237,풍문고등학교,고등학교,서울특별시교육청,서울특별시 강남구 자곡로 152
B000022517,원주여자고등학교,고등학교,강원특별자치도교육청,강원특별자치도 원주시 배울로 227
B000013355,진영고등학교,고등학교,경상남도교육청,경상남도 김해시 진영읍 여래로20번길 35
B000012897,천안신당고등학교,고등학교,충청남도교육청,충청남도 천안시 서북구 신당새터2길 36
B000012898,천안오성고등학교,고등학교,충청남도교육청,충청남도 천안시 서북구 과수원길 27
B000012247,신송고등학교,고등학교,인천광역시교육청,인천광역시 연수구 신송로6번길 56
B000012918,아산고등학교,고등학교,충청남도교육청,충청남도 아산시 번영로115번길 21
B000012285,안남고등학교,고등학교,인천광역시교육청,인천광역시 계양구 아나지로308번길 9
B000013363,밀성고등학교,고등학교,경상남도교육청,경상남도 밀양시 석정로 127
B000012778,경포고등학교,고등학교,강원특별자치도교육청,강원특별자치도 강릉시 강릉대로547번길 14
B000027183,갈매고등학교,고등학교,경기도교육청,경기도 구리시 갈매순환로 75
B000026614,경북일고등학교,고등학교,경상북도교육청,경상북도 예천군 호명읍 행복로 193
B000011334,서울금융고등학교,고등학교,서울특별시교육청,서울특별시 양천구 가로공원로61길 19
B000012105,데레사여자고등학교,고등학교,부산광역시교육청,부산광역시 동구 정공단로47번길 14
B000011759,선명여자고등학교,고등학교,경상남도교육청,경상남도 진주시 남강로 51-25
B000011772,창녕슈퍼텍고등학교,고등학교,경상남도교육청,경상남도 창녕군 창녕읍 남창녕로 36
B000012680,무원고등학교,고등학교,경기도교육청,경기도 고양시 덕양구 화신로 65
B000012172,대덕여자고등학교,고등학교,부산광역시교육청,부산광역시 사상구 백양대로804번길 42-55
B000012891,형석고등학교,고등학교,충청북도교육청,충청북도 증평군 증평읍 미암로 26
B000012299,서도고등학교,고등학교,인천광역시교육청,인천광역시 강화군 서도면 주문도길 173
B000013021,태인고등학교,고등학교,전북특별자치도교육청,전북특별자치도 정읍시 태인면 석지로 1469
B000012089,둔촌고등학교,고등학교,서울특별시교육청,서울특별시 강동구 명일로 140
B000025890,대일관광고등학교,고등학교,서울특별시교육청,서울특별시 양천구 신정이펜1로 11
B000012146,해강고등학교,고등학교,부산광역시교육청,부산광역시 해운대구 해운대해변로 33
B000012011,세현고등학교,고등학교,서울특별시교육청,서울특별시 강서구 허준로 227
B000012326,대성여자고등학교,고등학교,광주광역시교육청,광주광역시 남구 서문대로663번길 37
B000012775,강릉고등학교,고등학교,강원특별자치도교육청,강원특별자치도 강릉시 강릉대로587번길 68
B000011757,경남정보고등학교,고등학교,경상남도교육청,경상남도 진주시 가호방아길 32
B000013453,광양고등학교,고등학교,서울특별시교육청,서울특별시 광진구 자양로3가길 31
B000011726,경북바이오마이스터고등학교,고등학교,경상북도교육청,경상북도 영천시 신녕면 찰방길 8
B000012095,강동고등학교,고등학교,서울특별시교육청,서울특별시 강동구 구천면로 572
B000011981,염광고등학교,고등학교,서울특별시교육청,서울특별시 노원구 월계로45가길 9
B000011415,대구소프트웨어마이스터고등학교,고등학교,대구광역시교육청,대구광역시 달성군 구지면 창리로11길 93
B000012882,황간고등학교,고등학교,충청북도교육청,충청북도 영동군 황간면 남성동3길 4-22
B000013557,청원고등학교,고등학교,충청북도교육청,충청북도 청주시 청원구 오창읍 구룡5길 9
B000012672,백마고등학교,고등학교,경기도교육청,경기도 고양시 일산동구 백석로 155
B000023236,신일비즈니스고등학교,고등학교,경기도교육청,경기도 고양시 일산서구 킨텍스로 452
B000011663,순천미래과학고등학교,고등학교,전라남도교육청,전라남도 순천시 서면 순천로 86
B000024671,신동고등학교,고등학교,경기도교육청,경기도 화성시 동탄신동2길 5
B000012134,화명고등학교,고등학교,부산광역시교육청,부산광역시 북구 화명신도시로 169
B000011493,경기국제통상고등학교,고등학교,경기도교육청,경기도 부천시 원미구 석천로 141
B000012096,한영고등학교,고등학교,서울특별시교육청,서울특별시 강동구 동남로 832
B000011934,성수고등학교,고등학교,서울특별시교육청,서울특별시 성동구 서울숲길 18
B000011589,영동산업과학고등학교,고등학교,충청북도교육청,충청북도 영동군 영동읍 학산영동로 1213
B000012903,북일여자고등학교,고등학교,충청남도교육청,충청남도 천안시 동남구 단대로 71
B000025949,향동고등학교,고등학교,경기도교육청,경기도 고양시 덕양구 향기3로 6
B000012802,홍천여자고등학교,고등학교,강원특별자치도교육청,강원특별자치도 홍천군 홍천읍 꽃뫼로 71
B000013301,창원토월고등학교,고등학교,경상남도교육청,경상남도 창원시 성산구 비음로91번길 8
B000013336,충무고등학교,고등학교,경상남도교육청,경상남도 통영시 여황로 375
B000012915,온양고등학교,고등학교,충청남도교육청,충청남도 아산시 온천대로 1411
B000012350,정광고등학교,고등학교,광주광역시교육청,광주광역시 광산구 소촌로 90-36
B000012629,통진고등학교,고등학교,경기도교육청,경기도 김포시 통진읍 김포대로 2165
B000027088,Branksome Hall Asia,고등학교,제주특별자치도교육청,제주특별자치도 서귀포시 대정읍 글로벌에듀로 234
B000012125,문현여자고등학교,고등학교,부산광역시교육청,부산광역시 남구 고동골로 86-41
B000012792,속초여자고등학교,고등학교,강원특별자치도교육청,강원특별자치도 속초시 배움터길 16
B000011460,대전여자상업고등학교,고등학교,대전광역시교육청,대전광역시 중구 대종로550번길 31
B000012817,봉평고등학교,고등학교,강원특별자치도교육청,강원특별자치도 평창군 봉평면 기풍4길 27-6
B000011633,남원용성고등학교,고등학교,전북특별자치도교육청,전북특별자치도 남원시 농고길 41
B000012592,예당고등학교,고등학교,경기도교육청,경기도 화성시 삼성1로 47
B000011923,상명대학교사범대학부속여자고등학교,고등학교,서울특별시교육청,서울특별시 종로구 홍지문2길 20
B000024652,동탄중앙고등학교,고등학교,경기도교육청,경기도 화성시 동탄대로시범길 167
B000011359,성덕고등학교,고등학교,서울특별시교육청,서울특별시 강동구 구천면로 396
B000011389,대광고등학교,고등학교,부산광역시교육청,부산광역시 사하구 동매로 135
B000023145,소담고등학교,고등학교,세종특별자치시교육청,세종특별자치시 남세종로 326
B000012772,문막고등학교,고등학교,강원특별자치도교육청,강원특별자치도 원주시 문막읍 문막시장1길 58
B000011855,경기예술고등학교,고등학교,경기도교육청,경기도 부천시 원미구 석천로209번길 37
B000013426,제주대학교사범대학부설고등학교,고등학교,제주특별자치도교육청,제주특별자치도 제주시 용담로 65
B000013017,정주고등학교,고등학교,전북특별자치도교육청,전북특별자치도 정읍시 정주1길 42
B000023197,수원칠보고등학교,고등학교,경기도교육청,경기도 수원시 권선구 금곡로 127
B000012815,평창고등학교,고등학교,강원특별자치도교육청,강원특별자치도 평창군 평창읍 노람들길 141
B000011615,장항공업고등학교,고등학교,충청남도교육청,충청남도 서천군 장항읍 신창서로 77
B000026910,화천고등학교,고등학교,강원특별자치도교육청,강원특별자치도 화천군 하남면 춘화로 3348-9
B000012634,이현고등학교,고등학교,경기도교육청,경기도 이천시 증신로 88
B000012211,도원고등학교,고등학교,대구광역시교육청,대구광역시 달서구 미리샘길 52
B000012094,광문고등학교,고등학교,서울특별시교육청,서울특별시 강동구 동남로 968
B000013273,약목고등학교,고등학교,경상북도교육청,경상북도 칠곡군 약목면 무림1길 6-26
B000022793,금호고등학교,고등학교,서울특별시교육청,서울특별시 성동구 금호로 118
B000011298,용산철도고등학교,고등학교,서울특별시교육청,서울특별시 용산구 서빙고로 24
B000012336,금호고등학교,고등학교,광주광역시교육청,광주광역시 북구 금호로 100
B000013108,녹동고등학교,고등학교,전라남도교육청,전라남도 고흥군 도양읍 비봉뚝길 108
B000012655,여강고등학교,고등학교,경기도교육청,경기도 여주시 북내면 여강로 337-8
B000013117,예당고등학교,고등학교,전라남도교육청,전라남도 보성군 득량면 예당길 155-12
B000011553,강릉중앙고등학교,고등학교,강원특별자치도교육청,강원특별자치도 강릉시 강변로 422
B000011787,서귀포산업과학고등학교,고등학교,제주특별자치도교육청,제주특별자치도 서귀포시 516로 501
B000012505,평촌고등학교,고등학교,경기도교육청,경기도 안양시 동안구 동안로 80
B000013350,김해가야고등학교,고등학교,경상남도교육청,경상남도 김해시 경원로 98
B000022914,춘천여자고등학교,고등학교,강원특별자치도교육청,강원특별자치도 춘천시 동면 만천양지길 95
B000012913,대천여자고등학교,고등학교,충청남도교육청,충청남도 보령시 중앙로 264
B000023247,운양고등학교,고등학교,경기도교육청,경기도 김포시 김포한강11로 58
B000012673,백신고등학교,고등학교,경기도교육청,경기도 고양시 일산동구 백석로 8
B000012622,하남고등학교,고등학교,경기도교육청,경기도 하남시 미사강변남로 39
B000011379,세연고등학교,고등학교,부산광역시교육청,부산광역시 남구 진남로 82-19
B000012862,청주대성고등학교,고등학교,충청북도교육청,충청북도 청주시 청원구 대성로300번길 18
B000012952,홍주고등학교,고등학교,충청남도교육청,충청남도 홍성군 홍성읍 문화로 78
B000013107,고흥고등학교,고등학교,전라남도교육청,전라남도 고흥군 고흥읍 학교길 23
B000013241,경산여자고등학교,고등학교,경상북도교육청,경상북도 경산시 경산로 91
B000012975,전주여자고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 덕진구 모래내6길 14
B000012981,동암고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 완산구 소태정4길 1
B000011437,인평자동차고등학교,고등학교,인천광역시교육청,인천광역시 부평구 화랑로 111
B000013410,신등고등학교,고등학교,경상남도교육청,경상남도 산청군 신등면 신등가회로 125
B000012973,전라고등학교,고등학교,전북특별자치도교육청,전북특별자치도 전주시 덕진구 솔내7길 25
B000012653,대신고등학교,고등학교,경기도교육청,경기도 여주시 대신면 여양로 1196
B000013347,김해분성고등학교,고등학교,경상남도교육청,경상남도 김해시 가야로147번길 29
B000011409,영남공업고등학교,고등학교,대구광역시교육청,대구광역시 수성구 교학로 96
B000013153,신안해양과학고등학교,고등학교,전라남도교육청,전라남도 신안군 압해읍 구항길 41
B000011582,충북에너지고등학교,고등학교,충청북도교육청,충청북도 청주시 상당구 미원면 미원초정로 27
B000013550,저현고등학교,고등학교,경기도교육청,경기도 고양시 일산동구 위시티3로 37
B000013054,자유고등학교,고등학교,전북특별자치도교육청,전북특별자치도 고창군 고창읍 모양성로 95
B000012791,속초고등학교,고등학교,강원특별자치도교육청,강원특별자치도 속초시 사진용촌길 42
B000012333,빛고을고등학교,고등학교,광주광역시교육청,광주광역시 북구 첨단연신로133번길 16
B000012287,인천초은고등학교,고등학교,인천광역시교육청,인천광역시 서구 청라에메랄드로 42
B000011649,서림고등학교,고등학교,전북특별자치도교육청,전북특별자치도 부안군 부안읍 용암로 70-5
B000026964,무안고등학교,고등학교,전라남도교육청,전라남도 무안군 무안읍 성남1길 61-1
B000011775,경남해양과학고등학교,고등학교,경상남도교육청,경상남도 남해군 삼동면 동부대로 1810
B000022586,상록고등학교,고등학교,경기도교육청,경기도 안산시 상록구 반석로4길 34
B000013440,남주고등학교,고등학교,제주특별자치도교육청,제주특별자치도 서귀포시 동홍로303번길 14
B000013149,완도금일고등학교,고등학교,전라남도교육청,전라남도 완도군 금일읍 금일로 420
B000012490,상일고등학교,고등학교,경기도교육청,경기도 부천시 원미구 부흥로 13
B000013223,한국국제조리고등학교,고등학교,경상북도교육청,경상북도 영주시 영봉로 28
B000013567,남성고등학교,고등학교,전북특별자치도교육청,전북특별자치도 익산시 동서로35길 41
B000023139,아름고등학교,고등학교,세종특별자치시교육청,세종특별자치시 달빛1로 151
B000012091,선사고등학교,고등학교,서울특별시교육청,서울특별시 강동구 고덕로25길 17
B000012329,숭의과학기술고등학교,고등학교,광주광역시교육청,광주광역시 남구 오방로 34-13
B000012569,소래고등학교,고등학교,경기도교육청,경기도 시흥시 수인로3287번길 26
B000012919,온양한올고등학교,고등학교,충청남도교육청,충청남도 아산시 청운로 158
B000013541,문현고등학교,고등학교,울산광역시교육청,울산광역시 동구 화잠7길 25
B000013399,남해해성고등학교,고등학교,경상남도교육청,경상남도 남해군 남면 남면로1835번길 8-4
B000012682,고양일고등학교,고등학교,경기도교육청,경기도 고양시 덕양구 읍내로 13
B000012642,율면고등학교,고등학교,경기도교육청,경기도 이천시 율면 고당로 48
B000012846,충북고등학교,고등학교,충청북도교육청,충청북도 청주시 서원구 청남로 1969
B000013012,익산고등학교,고등학교,전북특별자치도교육청,전북특별자치도 익산시 금마면 고도길 85
